id,order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevelHabitat,traitAssignmentLevelAdultDiet,traitAssignmentLevelLarvalDiet,notes,basisOfRecord,referenceNumber,references
172,Diptera,Chironomidae,Chironominae,Polypedilum,aviceps,Polypedilum aviceps,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,Live in still and flowing waters. Some species mine aquatic vegetation while others feed on algae and detritus.,MaterialCitation,11,"The distribution of the Chironomidae (Insecta: Diptera) along multiple environmental gradients in lakes and ponds of the eastern Canadian Arctic (https://doi.org/10.1139/f2011-076) | Factors Influencing Algal Consumption and in Heterotrissocladius changi Saether and Polypedilum nebeculosum (Meigen) (Chironomidae: Diptera) (https://doi.org/10.1007/BF00347939) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
173,Diptera,Chironomidae,Chironominae,Pseudokiefferiella,bathophila,Pseudokiefferiella bathophila,Aquatic,adultDiet,NonFeeding,Family,Family,Family,"Found in various water bodies includng streams, rivers, and lakes.",MaterialCitation,9,"Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
174,Diptera,Chironomidae,Chironominae,Pseudokiefferiella,parva,Pseudokiefferiella parva,Aquatic,adultDiet,NonFeeding,Family,Family,Family,"Found in various water bodies includng streams, rivers, and lakes.",MaterialCitation,9,"Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
175,Diptera,Chironomidae,Chironominae,Pseudokiefferiella,scandica,Pseudokiefferiella scandica,Aquatic,adultDiet,NonFeeding,Genus,Family,Family,"Found in various water bodies includng streams, rivers, and lakes.",MaterialCitation,10,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
176,Diptera,Chironomidae,Chironominae,Sergentia,coracina,Sergentia coracina,Aquatic,adultDiet,NonFeeding,Species,Family,Family,Found in lakes.,MaterialCitation,10,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
177,Diptera,Chironomidae,Chironominae,Stempellinella,edwardsi,Stempellinella edwardsi,Aquatic,adultDiet,NonFeeding,Species,Family,Genus,"Found in lakes, dams, and slow flowing rivers and streams.",MaterialCitation,11,"A taxonomic revision of the genus Stempellinella (Diptera: Chironomidae) (https://doi.org/10.1080/00222930701437360) | A new species of the genus Stempellinella (Diptera: Chironomidae) from Hiroshima, Japan (https://doi.org/10.1007/s10201-004-0131-8) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
178,Diptera,Chironomidae,Chironominae,Stempellinella,fimbriata,Stempellinella fimbriata,Aquatic,adultDiet,NonFeeding,Species,Family,Genus,"Found in streams, rivers and lakes.",MaterialCitation,11,"A taxonomic revision of the genus Stempellinella (Diptera: Chironomidae) (https://doi.org/10.1080/00222930701437360) | A new species of the genus Stempellinella (Diptera: Chironomidae) from Hiroshima, Japan (https://doi.org/10.1007/s10201-004-0131-8) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
179,Diptera,Chironomidae,Chironominae,Tanytarsus,allicis,Tanytarsus allicis,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
180,Diptera,Chironomidae,Chironominae,Tanytarsus,anderseni,Tanytarsus anderseni,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
181,Diptera,Chironomidae,Chironominae,Tanytarsus,bathophilus,Tanytarsus bathophilus,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
182,Diptera,Chironomidae,Chironominae,Tanytarsus,dendyi,Tanytarsus dendyi,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
183,Diptera,Chironomidae,Chironominae,Tanytarsus,gracilentus,Tanytarsus gracilentus,Aquatic,adultDiet,NonFeeding,Species,Family,Species,Found in lakes.,MaterialCitation,11,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x ) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
184,Diptera,Chironomidae,Chironominae,Tanytarsus,guerlus,Tanytarsus guerlus,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
185,Diptera,Chironomidae,Chironominae,Tanytarsus,heliomesonyctios,Tanytarsus heliomesonyctios,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
186,Diptera,Chironomidae,Chironominae,Tanytarsus,herrmanni,Tanytarsus herrmanni,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
187,Diptera,Chironomidae,Chironominae,Tanytarsus,inaequalis,Tanytarsus inaequalis,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
188,Diptera,Chironomidae,Chironominae,Tanytarsus,lugens,Tanytarsus lugens,Aquatic,adultDiet,NonFeeding,Species,Family,Genus,Found in lakes.,MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
189,Diptera,Chironomidae,Chironominae,Tanytarsus,niger,Tanytarsus niger,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
