order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevel,basisOfRecord,referenceNumber,referenceTitle1,referenceDOI1,referenceTitle2,referenceDOI2,referenceTitle3,referenceDOI3,referenceTitle4,referenceDOI4,referenceTitle5,referenceDOI5,referenceTitle6,referenceDOI6,referenceTitle7,referenceDOI7,referenceTitle8,referenceDOI8,referenceTitle9,referenceDOI9,referenceTitle10,referenceDOI10,referenceTitle11,referenceDOI11,referenceTitle12,referenceDOI12
Diptera,Agromyzidae,N/A,Chromatomyia,opacella,Chromatomyia opacella,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,1,"Critical factors required by the nematode Steinernema feltiae for the control of the leafminers Liriomyza huidobrensis, Liriomyza bryoniae and Chromatomyia syngenesiae",10.1111/j.1744-7348.1995.tb06677.x,,,,,,,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Chromatomyia,puccinelliae,Chromatomyia puccinelliae,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,1,"Critical factors required by the nematode Steinernema feltiae for the control of the leafminers Liriomyza huidobrensis, Liriomyza bryoniae and Chromatomyia syngenesiae",10.1111/j.1744-7348.1995.tb06677.x,,,,,,,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Liriomyza,baptisiae,Liriomyza baptisiae,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,4,What limits the distribution of Liriomyza huidobrensis and its congener Liriomyza sativae in their native niche: when temperature and competition affect species' distribution range in Guatemala,10.1093/jisesa/iex059,Pest categorisation of Liriomyza bryoniae,10.2903/j.efsa.2020.6038,Cryptic Diversity Hidden within the Leafminer Genus Liriomyza (Diptera: Agromyzidae),10.3390/genes9110554,"Effect of host plant on feeding, biological and morphological parameters of Liriomyza huidobrensis Blanchard (Diptera: Agromyzidae)",10.4001/003.022.0315,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Liriomyza,brassicae,Liriomyza brassicae,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,4,What limits the distribution of Liriomyza huidobrensis and its congener Liriomyza sativae in their native niche: when temperature and competition affect species' distribution range in Guatemala,10.1093/jisesa/iex059,Pest categorisation of Liriomyza bryoniae,10.2903/j.efsa.2020.6038,Cryptic Diversity Hidden within the Leafminer Genus Liriomyza (Diptera: Agromyzidae),10.3390/genes9110554,"Effect of host plant on feeding, biological and morphological parameters of Liriomyza huidobrensis Blanchard (Diptera: Agromyzidae)",10.4001/003.022.0315,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Liriomyza,fricki,Liriomyza fricki,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,4,What limits the distribution of Liriomyza huidobrensis and its congener Liriomyza sativae in their native niche: when temperature and competition affect species' distribution range in Guatemala,10.1093/jisesa/iex059,Pest categorisation of Liriomyza bryoniae,10.2903/j.efsa.2020.6038,Cryptic Diversity Hidden within the Leafminer Genus Liriomyza (Diptera: Agromyzidae),10.3390/genes9110554,"Effect of host plant on feeding, biological and morphological parameters of Liriomyza huidobrensis Blanchard (Diptera: Agromyzidae)",10.4001/003.022.0315,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Liriomyza,helianthi,Liriomyza helianthi,Terrestrial,adultDiet,Phytophagous,Species,literatureData,1,Oviposition preference and larval performance of Liriomyza helianthi (Diptera: Agromyzidae) on normal and novel host plants,10.1093/ee/27.4.926,,,,,,,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Ophiomyia,quinta,Ophiomyia quinta,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,1,Complex feeding tracks of the sessile herbivorous insect Ophiomyia maura as a function of the defense against insect parasitoids,10.1371/journal.pone.0032594,,,,,,,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Ophiomyia,similata,Ophiomyia similata,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,1,Complex feeding tracks of the sessile herbivorous insect Ophiomyia maura as a function of the defense against insect parasitoids,10.1371/journal.pone.0032594,,,,,,,,,,,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Phytoliriomyza,arctica,Phytoliriomyza arctica,Terrestrial,adultDiet,Phytophagous,Family,literatureData,6,"Manual of North American Agromyzidae (Diptera, Schizophora), with revision of the fauna of the “Delmarva” states",10.3897/zookeys.1051.64603,Cryptic Diversity Hidden within the Leafminer Genus Liriomyza (Diptera: Agromyzidae),10.3390/genes9110554,Oviposition preference and larval performance of Liriomyza helianthi (Diptera: Agromyzidae) on normal and novel host plants,10.1093/ee/27.4.926,"Seasonal incidence of the leaf miner Liriomyza cicerina Rond (Diptera: Agromyzidae) in chickpea fields and effects of climatic parameters, chickpea variety, and planting date on the leaf miner infestation rate.",10.1007/s41207-020-00198-4,"Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats",10.1007/BF00317265,Effects of flowering plants on parasitism of lettuce leafminers (Diptera: Agromyzidae),0.1016/j.biocontrol.2010.05.016,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Phytoliriomyza,dorsata,Phytoliriomyza dorsata,Terrestrial,adultDiet,Phytophagous,Family,literatureData,6,"Manual of North American Agromyzidae (Diptera, Schizophora), with revision of the fauna of the “Delmarva” states",10.3897/zookeys.1051.64603,Cryptic Diversity Hidden within the Leafminer Genus Liriomyza (Diptera: Agromyzidae),10.3390/genes9110554,Oviposition preference and larval performance of Liriomyza helianthi (Diptera: Agromyzidae) on normal and novel host plants,10.1093/ee/27.4.926,"Seasonal incidence of the leaf miner Liriomyza cicerina Rond (Diptera: Agromyzidae) in chickpea fields and effects of climatic parameters, chickpea variety, and planting date on the leaf miner infestation rate.",10.1007/s41207-020-00198-4,"Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats",10.1007/BF00317265,Effects of flowering plants on parasitism of lettuce leafminers (Diptera: Agromyzidae),0.1016/j.biocontrol.2010.05.016,,,,,,,,,,,,
Diptera,Agromyzidae,N/A,Phytomyza,aquilonia,Phytomyza aquilonia,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,12,First report of Phytomyza orobanchia (Diptera: Agromyzidae) from Poland and Chymomyza amoena (Diptera: Drosophilidae) on Phelipanche ramose (Orobanchaceae),10.1653/024.101.0333,Molecular evidence of host-associated genetic divergence in the holly leafminer Phytomyza glabricola (Diptera: Agromyzidae): apparent discordance among marker systems,10.1111/j.1365-294X.2007.03303.x,"Evidence for ecological speciation via a host shift in the holly leaf miner, Phytomyza glabricola (Diptera: Agromyzidae)",10.1002/ece3.2358,A new afrotropical species of Phytomyza in the subgenus Ptochomyza (Diptera: Agromyzidae),10.5733/afin.056.0309,Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae),10.4289/0013-8797.113.1.42,Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis,10.1111/j.0021-8790.2004.00867.x,"Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization", 10.1006/mpev.2000.0830,"Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats",10.1007/BF00317265,Environmental and clonal influences on host choice and larval survival in a leafmining insect,10.2307/5199,Effects of host-plant population size and plant sex on a specialist leaf-miner,10.1016/j.actao.2010.11.007,"Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation",10.1093/aesa/saaa03,Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia,10.1111/j.1440-6055.2007.00622.x
Diptera,Agromyzidae,N/A,Phytomyza,erigerontophaga,Phytomyza erigerontophaga,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,12,First report of Phytomyza orobanchia (Diptera: Agromyzidae) from Poland and Chymomyza amoena (Diptera: Drosophilidae) on Phelipanche ramose (Orobanchaceae),10.1653/024.101.0333,Molecular evidence of host-associated genetic divergence in the holly leafminer Phytomyza glabricola (Diptera: Agromyzidae): apparent discordance among marker systems,10.1111/j.1365-294X.2007.03303.x,"Evidence for ecological speciation via a host shift in the holly leaf miner, Phytomyza glabricola (Diptera: Agromyzidae)",10.1002/ece3.2358,A new afrotropical species of Phytomyza in the subgenus Ptochomyza (Diptera: Agromyzidae),10.5733/afin.056.0309,Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae),10.4289/0013-8797.113.1.42,Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis,10.1111/j.0021-8790.2004.00867.x,"Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization", 10.1006/mpev.2000.0830,"Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats",10.1007/BF00317265,Environmental and clonal influences on host choice and larval survival in a leafmining insect,10.2307/5199,Effects of host-plant population size and plant sex on a specialist leaf-miner,10.1016/j.actao.2010.11.007,"Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation",10.1093/aesa/saaa03,Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia,10.1111/j.1440-6055.2007.00622.x
Diptera,Agromyzidae,N/A,Phytomyza,periclymeni,Phytomyza periclymeni,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,12,First report of Phytomyza orobanchia (Diptera: Agromyzidae) from Poland and Chymomyza amoena (Diptera: Drosophilidae) on Phelipanche ramose (Orobanchaceae),10.1653/024.101.0333,Molecular evidence of host-associated genetic divergence in the holly leafminer Phytomyza glabricola (Diptera: Agromyzidae): apparent discordance among marker systems,10.1111/j.1365-294X.2007.03303.x,"Evidence for ecological speciation via a host shift in the holly leaf miner, Phytomyza glabricola (Diptera: Agromyzidae)",10.1002/ece3.2358,A new afrotropical species of Phytomyza in the subgenus Ptochomyza (Diptera: Agromyzidae),10.5733/afin.056.0309,Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae),10.4289/0013-8797.113.1.42,Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis,10.1111/j.0021-8790.2004.00867.x,"Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization", 10.1006/mpev.2000.0830,"Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats",10.1007/BF00317265,Environmental and clonal influences on host choice and larval survival in a leafmining insect,10.2307/5199,Effects of host-plant population size and plant sex on a specialist leaf-miner,10.1016/j.actao.2010.11.007,"Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation",10.1093/aesa/saaa03,Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia,10.1111/j.1440-6055.2007.00622.x
Diptera,Agromyzidae,N/A,Phytomyza,puccinelliae,Phytomyza puccinelliae,Terrestrial,adultDiet,Phytophagous,Genus,literatureData,12,First report of Phytomyza orobanchia (Diptera: Agromyzidae) from Poland and Chymomyza amoena (Diptera: Drosophilidae) on Phelipanche ramose (Orobanchaceae),10.1653/024.101.0333,Molecular evidence of host-associated genetic divergence in the holly leafminer Phytomyza glabricola (Diptera: Agromyzidae): apparent discordance among marker systems,10.1111/j.1365-294X.2007.03303.x,"Evidence for ecological speciation via a host shift in the holly leaf miner, Phytomyza glabricola (Diptera: Agromyzidae)",10.1002/ece3.2358,A new afrotropical species of Phytomyza in the subgenus Ptochomyza (Diptera: Agromyzidae),10.5733/afin.056.0309,Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae),10.4289/0013-8797.113.1.42,Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis,10.1111/j.0021-8790.2004.00867.x,"Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization", 10.1006/mpev.2000.0830,"Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats",10.1007/BF00317265,Environmental and clonal influences on host choice and larval survival in a leafmining insect,10.2307/5199,Effects of host-plant population size and plant sex on a specialist leaf-miner,10.1016/j.actao.2010.11.007,"Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation",10.1093/aesa/saaa03,Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia,10.1111/j.1440-6055.2007.00622.x
Diptera,Anisopodidae,N/A,Sylvicola,alternatus,Sylvicola alternatus,Terrestrial,adultDiet,Nectivore,Family,literatureData,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Diptera,Anisopodidae,N/A,Sylvicola,cinctus,Sylvicola cinctus,Terrestrial,adultDiet,Nectivore,Species,literatureData,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"The genus Sylvicola Harris, 1780 (Diptera, Anisopodidae) in Norway – with a key to the North European species",,,,,,,,,,,,,,,,,,,,,
Diptera,Anisopodidae,N/A,Sylvicola,fuscatus,Sylvicola fuscatus,Terrestrial,adultDiet,Nectivore,Family,literatureData,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Diptera,Anisopodidae,N/A,Sylvicola,punctatus,Sylvicola punctatus,Terrestrial,adultDiet,Nectivore,Family,literatureData,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Diptera,Anthomyiidae,N/A,Alliopsis,fractiseta,Alliopsis fractiseta,Terrestrial,adultDiet,Nectivore,Family,literatureData,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Diptera,Anthomyiidae,N/A,Anthomyia,mimetica,Anthomyia mimetica,Terrestrial,adultDiet,Nectivore,Family,literatureData,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Diptera,Anthomyiidae,N/A,Anthomyia,plurinotata,Anthomyia plurinotata,Terrestrial,adultDiet,Nectivore,Family,literatureData,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Diptera,Anthomyiidae,N/A,Anthomyia,pluvialis,Anthomyia pluvialis,Terrestrial,adultDiet,Nectivore,Family,literatureData,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
